dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,temp,vento_dir,vento_vel,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200119,011500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.8,0,0
20200119,011600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.9,0,0
20200119,011700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.9,0,0
20200119,011800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.7,0,0
20200119,011900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.7,0,0
20200119,012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.5,0,0
20200119,012100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.5,0,0
20200119,012200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.5,0,0
20200119,012300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.5,0,0
20200119,012400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.7,0,0
20200119,012500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.9,0,0
20200119,012600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.9,0,0
20200119,012700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39,0,0
20200119,012800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39,0,0
20200119,012900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.1,0,0
20200119,013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,013100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.8,0,0
20200119,013200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,013300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,013400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,013500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,013600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,013700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.8,0,0
20200119,013800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,013900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.2,0,0
20200119,014100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.2,0,0
20200119,014200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.2,0,0
20200119,014300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,014400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,014500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,014600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,014700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,014800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,014900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,015100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,015200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,015300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,015400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,015500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,015600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,015700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,015800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,015900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,020100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,020200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,020300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,020400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,020500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,020600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,020700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,020800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,020900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,021000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,021100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,021200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.9,0,0
20200119,021300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,021400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,021500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,021700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,021800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,021900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,022100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,022200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,022300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,022400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,022500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,022600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,022700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,022800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,022900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,023100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,023200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,023300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,023400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41.2,0,0
20200119,023500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41.2,0,0
20200119,023600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41.3,0,0
20200119,023700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41.3,0,0
20200119,023800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,023900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41,0,0
20200119,024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,024100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,024200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,024300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,024400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,024500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,024600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,024700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,024800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,024900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.9,0,0
20200119,025100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,025200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,025300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,025400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,025500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,025600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.5,0,0
20200119,025700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.5,0,0
20200119,025800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,025900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.5,0,0
20200119,030100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.5,0,0
20200119,030200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,030300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.7,0,0
20200119,030400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,030500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,030600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.8,0,0
20200119,030700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,030800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,030900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,031100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,031200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,031300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.3,0,0
20200119,031400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.3,0,0
20200119,031500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39,0,0
20200119,031600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39,0,0
20200119,031700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.7,0,0
20200119,031800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.7,0,0
20200119,031900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.5,0,0
20200119,032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.5,0,0
20200119,032100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.4,0,0
20200119,032200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.4,0,0
20200119,032300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.4,0,0
20200119,032400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.4,0,0
20200119,032500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.4,0,0
20200119,032600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.4,0,0
20200119,032700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.6,0,0
20200119,032800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.6,0,0
20200119,032900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,38.9,0,0
20200119,033000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.2,0,0
20200119,033100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,033200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,033300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,033400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,033500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,033600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,033700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,033800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,033900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,034000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,034100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,034200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.8,0,0
20200119,034300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,034400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,034500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,034600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,034700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,034800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,034900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.7,0,0
20200119,035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,035700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,035800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,035900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,040100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,040200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,040300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,040400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,040500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.6,0,0
20200119,040600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,040700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.4,0,0
20200119,040800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,040900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.5,0,0
20200119,041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,39.8,0,0
20200119,041100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40,0,0
20200119,041200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,041300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,041400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,041500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,041600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,041700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,041800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,041900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.4,0,0
20200119,042000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,042100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,042200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,042300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,042400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,042500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,042600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.6,0,0
20200119,042700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,042800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,042900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,043000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.1,0,0
20200119,043100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,043200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.2,0,0
20200119,043300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,043400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.3,0,0
20200119,043500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.9,0,0
20200119,043600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,40.9,0,0
20200119,043700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41.8,0,0
20200119,043800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,41.8,0,0
20200119,043900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,42.9,0,0
20200119,044000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,42.9,0,0
20200119,044100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,44.2,0,0
20200119,044200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,44.2,0,0
20200119,044300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,46.5,0,0
20200119,044400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,46.5,0,0
20200119,044500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,50.6,0,0
20200119,044600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,50.6,0,0
20200119,044700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,59.7,0,0
20200119,044800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,59.7,0,0
20200119,044900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,84.1,0,0
20200119,045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,104.7,0,0
20200119,045100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,133.4,0,0
20200119,045200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,175.2,0,0
20200119,045300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,220.6,0,0
20200119,045400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,309.4,0,0
20200119,045500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,309.4,0,0
20200119,045600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,428.7,0,0
20200119,045700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,428.7,0,0
20200119,045800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,463.1,0,0
20200119,045900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,475.5,0,0
20200119,050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,487.3,0,0
20200119,050100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,496.7,0,0
20200119,050200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,505.8,0,0
20200119,050300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,512.6,0,0
20200119,050400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,512.6,0,0
20200119,050500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,525.8,0,0
20200119,050600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,525.8,0,0
20200119,050700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,536.8,1,0
20200119,050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,536.8,1,0
20200119,050900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,546.8,3,0
20200119,051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,550.8,1,0
20200119,051100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,511.7,4,0
20200119,051200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09,0.07,216.4,468.2,7,32.77
20200119,051300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1,0.09,216.4,444.7,7,40.02
20200119,051400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.11,0.1,216.4,445.4,6,44.54
20200119,051500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.12,0.11,216.6,463.9,7,51.03
